liga,time,jogo,jogador,posicao_x,posicao_y,velocidade,batimentos
Eredivisie,AZ Alkmaar,Jogo 22,Dani de Wit,79,86,26.3,170
Serie A,Lazio,Jogo 22,Mattéo Guendouzi,6,43,30.1,180
Serie A,Lazio,Jogo 22,Luis Alberto,37,48,25.5,165
Eredivisie,AZ Alkmaar,Jogo 22,Ruben van Bommel,100,18,32.3,185
Primeira Liga,Estoril,Jogo 22,Rodrigo Martins,29,99,34.9,152
Bundesliga,Freiburg,Jogo 22,Christian Günter,14,10,27.6,188
Premier League,Tottenham,Jogo 22,Richarlison,21,98,23.7,177
Ligue 1,Lille,Jogo 22,Benjamin André,56,65,22.1,181
Primeira Liga,Porto,Jogo 22,Wendell,20,82,29.6,163
Brasileirão,Palmeiras,Jogo 22,Weverton,17,57,33.1,150
Eredivisie,Twente,Jogo 23,Ricky van Wolfswinkel,13,55,29.2,150
Eredivisie,Utrecht,Jogo 23,Oscar Fraulo,59,71,20.7,181
Serie A,Inter de Milão,Jogo 23,Nicolò Barella,68,93,22.8,178
Eredivisie,Ajax,Jogo 23,Steven Bergwijn,35,83,27.3,187
Premier League,Arsenal,Jogo 23,Gabriel Martinelli,98,41,31.2,161
La Liga,Villarreal,Jogo 23,Gerard Moreno,34,39,20.1,154
Bundesliga,Borussia Dortmund,Jogo 23,Emre Can,56,50,26.2,154
Primeira Liga,Porto,Jogo 23,Diogo Costa,86,55,34.2,173
Brasileirão,Palmeiras,Jogo 23,Weverton,52,42,29.2,164
Bundesliga,RB Leipzig,Jogo 23,Xavi Simons,8,72,32.1,157
La Liga,Real Betis,Jogo 23,Juan Miranda,35,60,32.1,151
Serie A,Napoli,Jogo 23,André-Frank Zambo Anguissa,61,27,34.4,180
Premier League,Liverpool,Jogo 23,Trent Alexander-Arnold,61,93,31.0,182
Premier League,Manchester United,Jogo 23,Marcus Rashford,67,48,33.9,160
La Liga,Real Madrid,Jogo 23,David Alaba,57,87,31.1,169
La Liga,Real Betis,Jogo 23,Juan Miranda,56,3,27.1,150
Bundesliga,RB Leipzig,Jogo 23,Dani Olmo,70,86,32.7,164
Premier League,Arsenal,Jogo 23,William Saliba,73,72,28.5,180
Eredivisie,PSV Eindhoven,Jogo 23,Johan Bakayoko,21,55,23.8,155
Bundesliga,Bayer Leverkusen,Jogo 23,Florian Wirtz,87,18,29.6,159
La Liga,Real Betis,Jogo 23,Juan Miranda,53,23,30.8,161
Primeira Liga,Vitória SC,Jogo 23,Bruno Gaspar,81,44,25.1,153
Eredivisie,Ajax,Jogo 23,Jorrel Hato,42,88,20.0,189
Eredivisie,Twente,Jogo 23,Manfred Ugalde,44,82,31.4,167
Primeira Liga,Sporting CP,Jogo 23,Sebastián Coates,78,0,32.6,170
Brasileirão,Flamengo,Jogo 23,Éverton Ribeiro,37,37,33.5,156
Ligue 1,Nice,Jogo 23,Gaëtan Laborde,90,68,31.5,171
Primeira Liga,Sporting CP,Jogo 23,Marcus Edwards,68,34,25.8,186
La Liga,Barcelona,Jogo 23,Pedri,10,47,27.0,161
Primeira Liga,Porto,Jogo 23,Diogo Costa,44,87,27.3,157
Serie A,Lazio,Jogo 23,Luis Alberto,55,76,26.9,177
Bundesliga,Wolfsburg,Jogo 23,Lovro Majer,27,98,31.5,184
Ligue 1,Lille,Jogo 23,Benjamin André,4,46,27.1,161
Eredivisie,PSV Eindhoven,Jogo 23,Ismael Saibari,45,60,27.9,160
Ligue 1,Paris Saint-Germain,Jogo 23,Marquinhos,85,70,24.5,181
Eredivisie,AZ Alkmaar,Jogo 23,Vangelis Pavlidis,15,74,28.4,159
Premier League,Manchester City,Jogo 23,Julián Álvarez,16,54,34.3,180
Serie A,Inter de Milão,Jogo 23,Benjamin Pavard,35,34,31.1,161
Brasileirão,Palmeiras,Jogo 23,Weverton,80,4,29.6,178
Serie A,Roma,Jogo 23,Paulo Dybala,31,61,33.1,151
Primeira Liga,Benfica,Jogo 23,Rafa Silva,74,74,25.0,150
Brasileirão,Palmeiras,Jogo 23,Weverton,67,87,33.9,157
Serie A,Lazio,Jogo 23,Alessio Romagnoli,99,27,34.5,188
Eredivisie,PSV Eindhoven,Jogo 23,Luuk de Jong,21,62,32.0,164
Bundesliga,Bayer Leverkusen,Jogo 23,Alejandro Grimaldo,35,47,22.5,164
Serie A,Napoli,Jogo 23,Piotr Zieliński,17,69,24.4,188
Brasileirão,Corinthians,Jogo 23,Fagner,50,72,22.0,175
Bundesliga,Borussia Dortmund,Jogo 23,Mats Hummels,20,20,30.7,177
Serie A,Juventus,Jogo 23,Dusan Vlahovic,76,61,34.3,160
Primeira Liga,Benfica,Jogo 23,Alexander Bah,44,23,32.5,190
Ligue 1,Lille,Jogo 24,Edon Zhegrova,2,82,34.7,158
Primeira Liga,Benfica,Jogo 24,Nicolás Otamendi,97,72,22.7,157
Serie A,Milan,Jogo 24,Fikayo Tomori,91,78,23.5,167
La Liga,Barcelona,Jogo 24,Robert Lewandowski,40,83,21.0,163
La Liga,Barcelona,Jogo 24,Robert Lewandowski,82,65,34.1,176
Ligue 1,Marseille,Jogo 24,Ismaïla Sarr,14,66,20.3,169
Eredivisie,Utrecht,Jogo 24,Sam Lammers,23,87,31.4,168
Serie A,Napoli,Jogo 24,Giovanni Di Lorenzo,9,99,20.2,167
Ligue 1,Lyon,Jogo 24,Rayan Cherki,26,32,24.5,181
Premier League,Tottenham,Jogo 24,Son Heung-min,49,94,20.2,168
Bundesliga,RB Leipzig,Jogo 24,Mohamed Simakan,15,16,26.4,187
Ligue 1,Lyon,Jogo 24,Alexandre Lacazette,8,70,21.2,178
Ligue 1,Paris Saint-Germain,Jogo 24,Warren Zaïre-Emery,50,98,33.9,182
La Liga,Barcelona,Jogo 24,Ronald Araújo,37,63,23.0,183
La Liga,Sevilla,Jogo 24,Nemanja Gudelj,29,63,29.2,180
Bundesliga,Freiburg,Jogo 24,Vincenzo Grifo,42,63,21.4,170
La Liga,Villarreal,Jogo 24,Álex Baena,19,10,24.7,179
Ligue 1,Lyon,Jogo 24,Dejan Lovren,82,29,27.2,163
La Liga,Sevilla,Jogo 24,Lucas Ocampos,95,55,20.7,164
Premier League,Arsenal,Jogo 24,Bukayo Saka,98,53,33.1,154
Ligue 1,Lille,Jogo 24,Edon Zhegrova,77,67,26.3,167
Brasileirão,Palmeiras,Jogo 24,Gustavo Gómez,93,9,26.5,176
Serie A,Juventus,Jogo 24,Bremer,66,40,28.8,174
Premier League,Manchester United,Jogo 24,Mason Mount,23,23,28.8,159
Premier League,Liverpool,Jogo 24,Trent Alexander-Arnold,14,19,31.3,173
Eredivisie,Utrecht,Jogo 24,Jens Toornstra,10,70,33.0,189
Serie A,Juventus,Jogo 24,Federico Chiesa,76,6,31.1,181
La Liga,Barcelona,Jogo 24,Gavi,31,38,27.1,190
Bundesliga,Wolfsburg,Jogo 24,Koen Casteels,3,27,30.2,186
Serie A,Napoli,Jogo 24,André-Frank Zambo Anguissa,90,30,33.9,169
Ligue 1,Monaco,Jogo 24,Youssouf Fofana,18,27,21.0,184
Bundesliga,Bayer Leverkusen,Jogo 24,Alejandro Grimaldo,44,44,26.1,154
Primeira Liga,Porto,Jogo 24,Diogo Costa,82,13,31.2,178
Brasileirão,Palmeiras,Jogo 24,Weverton,65,50,31.3,183
Serie A,Roma,Jogo 24,Tammy Abraham,46,55,34.0,170
Primeira Liga,Vitória SC,Jogo 24,Jota Silva,8,42,23.1,160
Brasileirão,Palmeiras,Jogo 24,Dudu,27,15,23.9,176
Premier League,Tottenham,Jogo 24,Son Heung-min,18,26,28.6,169
Primeira Liga,Sporting CP,Jogo 24,Morten Hjulmand,52,54,31.4,180
Ligue 1,Lyon,Jogo 24,Anthony Lopes,88,5,22.9,165
Ligue 1,Paris Saint-Germain,Jogo 24,Warren Zaïre-Emery,38,93,30.8,170
Premier League,Liverpool,Jogo 24,Mohamed Salah,36,56,25.7,156
Bundesliga,Bayer Leverkusen,Jogo 24,Exequiel Palacios,17,77,32.6,185
Bundesliga,RB Leipzig,Jogo 24,Xavi Simons,78,0,25.5,190
Serie A,Roma,Jogo 24,Bryan Cristante,2,10,25.0,187
Premier League,Tottenham,Jogo 24,Destiny Udogie,11,49,30.8,162
Ligue 1,Lyon,Jogo 24,Maxence Caqueret,6,76,24.0,171
Ligue 1,Marseille,Jogo 24,Jonathan Clauss,67,19,22.1,150
Eredivisie,Feyenoord,Jogo 24,Lutsharel Geertruida,8,69,33.2,174
Primeira Liga,Sporting CP,Jogo 24,Marcus Edwards,88,2,34.7,179
Brasileirão,Palmeiras,Jogo 25,Raphael Veiga,68,13,29.2,165
Ligue 1,Lyon,Jogo 25,Alexandre Lacazette,62,13,31.2,188
Eredivisie,AZ Alkmaar,Jogo 25,Yukinari Sugawara,87,77,24.0,169
Bundesliga,Bayern Munich,Jogo 25,Joshua Kimmich,60,75,25.8,159
Ligue 1,Nice,Jogo 25,Sofiane Diop,31,67,22.5,172
Serie A,Roma,Jogo 25,Gianluca Mancini,60,3,29.8,163
Serie A,Milan,Jogo 25,Olivier Giroud,24,92,23.8,183
Premier League,Arsenal,Jogo 25,Bukayo Saka,53,85,20.5,170
Ligue 1,Lille,Jogo 25,Edon Zhegrova,33,85,21.3,160
Premier League,Tottenham,Jogo 25,James Maddison,20,35,27.5,180
Bundesliga,RB Leipzig,Jogo 25,Mohamed Simakan,16,10,30.0,176
Ligue 1,Lyon,Jogo 25,Maxence Caqueret,19,30,21.1,165
Primeira Liga,Braga,Jogo 25,Alvaro Djaló,52,33,26.3,157
Serie A,Lazio,Jogo 25,Mattéo Guendouzi,55,2,21.3,182
Serie A,Roma,Jogo 25,Tammy Abraham,11,64,29.1,157
La Liga,Real Betis,Jogo 25,Juan Miranda,53,88,32.2,166
Eredivisie,Utrecht,Jogo 25,Oscar Fraulo,24,96,31.6,184
Ligue 1,Marseille,Jogo 25,Pierre-Emerick Aubameyang,50,83,23.4,154
Premier League,Manchester United,Jogo 25,Casemiro,100,20,25.3,173
Bundesliga,Borussia Dortmund,Jogo 25,Mats Hummels,8,71,31.5,183
Serie A,Lazio,Jogo 25,Sergej Milinković-Savić,39,82,32.7,190
Premier League,Arsenal,Jogo 25,Bukayo Saka,97,38,35.0,188
Bundesliga,Borussia Dortmund,Jogo 25,Emre Can,13,25,28.5,151
Eredivisie,Ajax,Jogo 25,Steven Bergwijn,92,9,35.0,177
Ligue 1,Lyon,Jogo 25,Rayan Cherki,86,45,20.3,150
Serie A,Inter de Milão,Jogo 25,Nicolò Barella,10,63,27.4,179
Bundesliga,Borussia Dortmund,Jogo 25,Emre Can,80,81,21.2,166
Brasileirão,Palmeiras,Jogo 25,Dudu,84,50,25.0,156
La Liga,Real Betis,Jogo 25,Germán Pezzella,73,88,33.2,188
Serie A,Milan,Jogo 25,Rafael Leão,29,19,27.4,158
Primeira Liga,Vitória SC,Jogo 25,Bruno Gaspar,53,30,25.6,176
Eredivisie,Utrecht,Jogo 25,Oscar Fraulo,65,68,34.8,181
Brasileirão,Atlético Mineiro,Jogo 25,Igor Gomes,37,84,24.9,165
La Liga,Sevilla,Jogo 25,Nemanja Gudelj,31,60,21.3,161
Premier League,Arsenal,Jogo 25,William Saliba,73,67,32.7,183
Eredivisie,AZ Alkmaar,Jogo 25,Riechedly Bazoer,52,51,23.9,161
Brasileirão,Flamengo,Jogo 25,Bruno Henrique,1,82,21.1,163
Premier League,Tottenham,Jogo 25,James Maddison,50,70,22.6,171
Ligue 1,Monaco,Jogo 25,Caio Henrique,35,22,34.5,171
Ligue 1,Marseille,Jogo 25,Ismaïla Sarr,88,0,26.8,179
Brasileirão,Flamengo,Jogo 25,Giorgian De Arrascaeta,96,65,27.9,170
Premier League,Manchester City,Jogo 25,Julián Álvarez,16,43,22.5,160
Primeira Liga,Benfica,Jogo 25,Rafa Silva,51,70,28.0,179
Primeira Liga,Vitória SC,Jogo 25,Tomás Silva,18,84,33.3,163
Eredivisie,PSV Eindhoven,Jogo 25,Noa Lang,40,20,21.1,157
Premier League,Liverpool,Jogo 25,Darwin Núñez,34,63,32.1,188
Serie A,Lazio,Jogo 25,Alessio Romagnoli,58,30,33.1,175
Ligue 1,Lille,Jogo 25,Edon Zhegrova,61,43,25.3,184
Primeira Liga,Braga,Jogo 25,José Fonte,85,24,31.5,152
Serie A,Milan,Jogo 25,Olivier Giroud,79,69,21.3,178
Primeira Liga,Porto,Jogo 26,Diogo Costa,75,28,23.5,154
Premier League,Arsenal,Jogo 26,Declan Rice,5,22,31.0,182
Brasileirão,Palmeiras,Jogo 26,Gustavo Gómez,62,14,23.2,162
Serie A,Inter de Milão,Jogo 26,Benjamin Pavard,38,56,24.5,187
Premier League,Arsenal,Jogo 26,Bukayo Saka,31,81,22.3,172
Brasileirão,Atlético Mineiro,Jogo 26,Igor Gomes,89,46,30.6,186
Primeira Liga,Porto,Jogo 26,Wendell,64,18,33.7,165
Serie A,Lazio,Jogo 26,Ciro Immobile,61,73,27.1,161
Serie A,Lazio,Jogo 26,Luis Alberto,52,36,27.6,156
Eredivisie,Twente,Jogo 26,Sem Steijn,26,33,22.5,163
Brasileirão,Flamengo,Jogo 26,Bruno Henrique,88,75,24.9,184
Eredivisie,Ajax,Jogo 26,Devyne Rensch,49,36,26.7,162
Brasileirão,Palmeiras,Jogo 26,Dudu,4,32,25.1,166
Brasileirão,Palmeiras,Jogo 26,Dudu,35,99,24.8,182
Bundesliga,Wolfsburg,Jogo 26,Koen Casteels,7,15,21.4,187
Primeira Liga,Benfica,Jogo 26,Alexander Bah,100,59,21.2,181
Bundesliga,Wolfsburg,Jogo 26,Lovro Majer,84,2,29.4,172
Serie A,Roma,Jogo 26,Paulo Dybala,68,92,22.0,151
Primeira Liga,Porto,Jogo 26,Wendell,55,17,30.5,155
La Liga,Villarreal,Jogo 26,Daniel Parejo,55,69,24.7,186
Premier League,Arsenal,Jogo 26,Martin Ødegaard,1,72,31.6,183
Brasileirão,Atlético Mineiro,Jogo 26,Éverson,12,1,25.6,150
Brasileirão,São Paulo,Jogo 26,James Rodríguez,8,80,22.3,169
Bundesliga,RB Leipzig,Jogo 26,Dani Olmo,52,78,27.9,161
Serie A,Roma,Jogo 26,Paulo Dybala,13,93,34.6,169
La Liga,Real Betis,Jogo 26,William Carvalho,73,16,33.2,180
Eredivisie,Utrecht,Jogo 26,Oscar Fraulo,66,49,26.4,170
Ligue 1,Monaco,Jogo 26,Caio Henrique,64,19,22.8,169
Eredivisie,Feyenoord,Jogo 26,Santiago Giménez,63,63,30.5,166
Serie A,Milan,Jogo 26,Fikayo Tomori,89,100,20.8,172
Eredivisie,AZ Alkmaar,Jogo 26,Vangelis Pavlidis,27,95,28.9,167
Brasileirão,Atlético Mineiro,Jogo 26,Hulk,64,0,26.8,175
Brasileirão,Corinthians,Jogo 26,Renato Augusto,74,30,22.6,175
Ligue 1,Marseille,Jogo 26,Jonathan Clauss,68,30,31.8,183
Brasileirão,Palmeiras,Jogo 26,Dudu,15,47,28.5,154
Brasileirão,Fluminense,Jogo 26,Germán Cano,53,25,30.7,165
Eredivisie,Twente,Jogo 26,Ricky van Wolfswinkel,84,62,34.8,177
Primeira Liga,Porto,Jogo 26,Mehdi Taremi,30,98,28.9,187
Premier League,Arsenal,Jogo 26,Gabriel Martinelli,66,45,25.7,157
Primeira Liga,Porto,Jogo 26,Wendell,83,56,21.9,150
Premier League,Liverpool,Jogo 26,Alisson,89,45,28.9,176
Ligue 1,Lille,Jogo 26,Benjamin André,24,71,29.8,158
Eredivisie,Twente,Jogo 26,Michel Vlap,13,74,21.4,171
Serie A,Milan,Jogo 26,Theo Hernández,42,46,22.3,152
Bundesliga,Borussia Dortmund,Jogo 26,Marco Reus,58,1,25.7,187
Ligue 1,Lyon,Jogo 26,Rayan Cherki,5,74,24.8,159
Serie A,Napoli,Jogo 26,Victor Osimhen,99,34,23.2,172
Brasileirão,Palmeiras,Jogo 26,Dudu,95,72,21.9,165
Ligue 1,Paris Saint-Germain,Jogo 26,Warren Zaïre-Emery,67,24,22.6,188
Serie A,Roma,Jogo 26,Paulo Dybala,96,52,25.4,181
Primeira Liga,Porto,Jogo 27,Evanilson,81,88,20.5,151
Primeira Liga,Estoril,Jogo 27,Cassiano,52,1,23.8,151
Premier League,Manchester City,Jogo 27,Phil Foden,98,1,34.6,151
Brasileirão,Palmeiras,Jogo 27,Dudu,30,31,29.3,189
Bundesliga,Bayer Leverkusen,Jogo 27,Exequiel Palacios,11,61,26.2,183
Brasileirão,São Paulo,Jogo 27,Lucas Moura,15,44,22.3,152
Ligue 1,Monaco,Jogo 27,Breel Embolo,52,33,31.7,153
La Liga,Real Madrid,Jogo 27,Rodrygo,23,14,30.7,187
Brasileirão,Palmeiras,Jogo 27,Raphael Veiga,96,9,30.5,164
Premier League,Liverpool,Jogo 27,Virgil van Dijk,33,27,23.4,161
Eredivisie,Feyenoord,Jogo 27,Quinten Timber,100,18,33.3,177
Primeira Liga,Braga,Jogo 27,Simon Banza,2,88,27.5,189
Primeira Liga,Sporting CP,Jogo 27,Morten Hjulmand,94,98,24.9,176
Serie A,Inter de Milão,Jogo 27,Federico Dimarco,94,49,30.3,173
Primeira Liga,Sporting CP,Jogo 27,Viktor Gyökeres,60,15,34.0,172
Serie A,Inter de Milão,Jogo 27,Hakan Çalhanoğlu,28,40,26.1,182
Brasileirão,São Paulo,Jogo 27,Calleri,66,28,25.3,173
Ligue 1,Paris Saint-Germain,Jogo 27,Achraf Hakimi,49,38,21.1,183
Premier League,Manchester City,Jogo 27,Erling Haaland,98,71,33.7,183
Premier League,Tottenham,Jogo 27,Son Heung-min,61,24,20.1,150
Serie A,Lazio,Jogo 27,Sergej Milinković-Savić,66,36,31.2,177
Brasileirão,Atlético Mineiro,Jogo 27,Paulinho,19,66,27.0,190
Serie A,Milan,Jogo 27,Theo Hernández,33,5,20.9,179
Ligue 1,Paris Saint-Germain,Jogo 27,Warren Zaïre-Emery,49,77,25.7,163
Ligue 1,Monaco,Jogo 27,Breel Embolo,15,56,34.1,174
La Liga,Atlético Madrid,Jogo 27,Jan Oblak,85,61,30.3,180
Serie A,Milan,Jogo 27,Mike Maignan,43,60,26.7,164
Serie A,Roma,Jogo 27,Tammy Abraham,84,75,27.5,158
Brasileirão,Palmeiras,Jogo 27,Endrick,57,71,22.4,178
La Liga,Villarreal,Jogo 27,Álex Baena,73,38,27.0,169
Bundesliga,Wolfsburg,Jogo 27,Maxence Lacroix,78,10,24.6,162
Primeira Liga,Braga,Jogo 27,Ricardo Horta,38,40,24.1,150
Primeira Liga,Estoril,Jogo 27,Cassiano,60,16,25.6,176
Ligue 1,Nice,Jogo 27,Terem Moffi,25,28,31.8,159
La Liga,Atlético Madrid,Jogo 27,José Giménez,39,97,24.2,178
Serie A,Lazio,Jogo 27,Luis Alberto,94,35,29.4,171
Ligue 1,Marseille,Jogo 27,Pau López,60,44,20.4,157
Serie A,Juventus,Jogo 27,Adrien Rabiot,44,21,33.5,168
Brasileirão,São Paulo,Jogo 27,Rafinha,67,7,23.8,151
Serie A,Milan,Jogo 27,Mike Maignan,20,69,29.6,165
Ligue 1,Nice,Jogo 27,Gaëtan Laborde,74,79,20.6,188
Eredivisie,Ajax,Jogo 27,Brian Brobbey,4,14,32.5,190
Primeira Liga,Vitória SC,Jogo 27,Jota Silva,36,51,27.3,163
Brasileirão,Palmeiras,Jogo 27,Endrick,16,21,25.9,150
Bundesliga,RB Leipzig,Jogo 27,Loïs Openda,99,79,34.3,182
Premier League,Tottenham,Jogo 27,Destiny Udogie,40,29,25.2,176
La Liga,Barcelona,Jogo 27,Ronald Araújo,100,22,33.7,161
Ligue 1,Nice,Jogo 27,Sofiane Diop,84,77,26.4,190
Serie A,Inter de Milão,Jogo 27,Nicolò Barella,73,36,22.5,188
Premier League,Chelsea,Jogo 27,Thiago Silva,22,22,30.3,158
Serie A,Napoli,Jogo 28,Victor Osimhen,57,5,32.9,174
Serie A,Inter de Milão,Jogo 28,Hakan Çalhanoğlu,75,6,22.6,152
Premier League,Liverpool,Jogo 28,Virgil van Dijk,10,17,30.2,156
Brasileirão,São Paulo,Jogo 28,Rafinha,20,93,28.2,183
Premier League,Liverpool,Jogo 28,Virgil van Dijk,86,15,31.8,152
Premier League,Chelsea,Jogo 28,Thiago Silva,45,53,30.7,178
Serie A,Roma,Jogo 28,Paulo Dybala,65,87,22.0,172
Ligue 1,Paris Saint-Germain,Jogo 28,Marquinhos,98,39,22.9,176
Primeira Liga,Estoril,Jogo 28,Alejandro Marqués,78,96,22.2,176
La Liga,Atlético Madrid,Jogo 28,Álvaro Morata,29,99,22.2,157
Bundesliga,Bayern Munich,Jogo 28,Joshua Kimmich,16,85,34.0,152
Ligue 1,Lille,Jogo 28,Leny Yoro,90,54,23.2,175
Serie A,Roma,Jogo 28,Lorenzo Pellegrini,22,45,27.2,152
Ligue 1,Nice,Jogo 28,Terem Moffi,14,79,24.3,163
Ligue 1,Lyon,Jogo 28,Maxence Caqueret,61,76,28.5,174
Eredivisie,PSV Eindhoven,Jogo 28,Luuk de Jong,96,86,25.5,157
Bundesliga,Bayern Munich,Jogo 28,Alphonso Davies,0,53,28.6,168
La Liga,Atlético Madrid,Jogo 28,Antoine Griezmann,96,33,32.3,161
Brasileirão,São Paulo,Jogo 28,Luciano,97,31,23.4,177
Eredivisie,Ajax,Jogo 28,Brian Brobbey,81,30,27.5,152
La Liga,Barcelona,Jogo 28,Ronald Araújo,84,100,28.2,174
Premier League,Manchester United,Jogo 28,Marcus Rashford,84,64,25.7,152
Brasileirão,São Paulo,Jogo 28,James Rodríguez,29,32,30.2,155
Eredivisie,AZ Alkmaar,Jogo 28,Vangelis Pavlidis,48,80,28.5,189
Bundesliga,Wolfsburg,Jogo 28,Maxence Lacroix,82,10,24.4,180
La Liga,Sevilla,Jogo 28,Lucas Ocampos,83,15,25.9,168
Premier League,Liverpool,Jogo 28,Virgil van Dijk,85,29,29.6,157
Ligue 1,Monaco,Jogo 28,Breel Embolo,16,23,25.5,190
Serie A,Inter de Milão,Jogo 28,Benjamin Pavard,4,12,30.9,159
Serie A,Milan,Jogo 28,Olivier Giroud,20,55,21.9,189
Serie A,Milan,Jogo 28,Theo Hernández,58,36,30.7,164
Ligue 1,Nice,Jogo 28,Terem Moffi,54,33,28.4,173
Ligue 1,Lille,Jogo 28,Leny Yoro,89,92,34.6,182
Brasileirão,Corinthians,Jogo 28,Fagner,99,31,34.5,175
Eredivisie,PSV Eindhoven,Jogo 28,Joey Veerman,49,2,30.0,152
La Liga,Real Madrid,Jogo 28,Jude Bellingham,82,52,23.4,152
Premier League,Arsenal,Jogo 28,Bukayo Saka,19,65,33.6,187
Premier League,Manchester City,Jogo 28,Rodri,32,31,21.1,159
Primeira Liga,Benfica,Jogo 28,Ángel Di María,48,48,21.1,157
Brasileirão,São Paulo,Jogo 28,Lucas Moura,72,17,24.1,176
Eredivisie,PSV Eindhoven,Jogo 28,Ismael Saibari,70,81,29.0,182
La Liga,Real Madrid,Jogo 28,Jude Bellingham,55,54,22.7,166
La Liga,Real Betis,Jogo 28,Guido Rodríguez,13,85,34.3,150
La Liga,Villarreal,Jogo 28,Daniel Parejo,50,46,28.8,150
Premier League,Manchester City,Jogo 28,Kevin De Bruyne,69,62,24.1,185
Bundesliga,Bayer Leverkusen,Jogo 28,Florian Wirtz,19,14,27.0,157
Premier League,Chelsea,Jogo 28,Mykhailo Mudryk,43,54,29.3,158
Bundesliga,Wolfsburg,Jogo 28,Jonas Wind,90,68,23.5,162
Brasileirão,Atlético Mineiro,Jogo 28,Paulinho,71,86,21.0,165
Eredivisie,Feyenoord,Jogo 28,Santiago Giménez,56,5,33.9,155
Bundesliga,RB Leipzig,Jogo 29,Dani Olmo,19,59,28.3,174
Premier League,Tottenham,Jogo 29,Son Heung-min,57,92,27.4,190
Brasileirão,Flamengo,Jogo 29,Giorgian De Arrascaeta,90,91,29.1,158
Serie A,Napoli,Jogo 29,Piotr Zieliński,41,34,26.3,156
Serie A,Juventus,Jogo 29,Dusan Vlahovic,13,79,27.4,153
La Liga,Real Madrid,Jogo 29,Vinicius Jr,5,10,21.5,156
Brasileirão,Atlético Mineiro,Jogo 29,Hulk,68,90,29.9,151
Serie A,Roma,Jogo 29,Lorenzo Pellegrini,99,97,33.1,177
Premier League,Liverpool,Jogo 29,Darwin Núñez,85,100,31.3,186
Serie A,Napoli,Jogo 29,Piotr Zieliński,97,37,33.8,175
Brasileirão,Flamengo,Jogo 29,Gabigol,72,37,30.2,167
Serie A,Lazio,Jogo 29,Ciro Immobile,59,32,22.6,173
Ligue 1,Lille,Jogo 29,Jonathan David,79,54,32.5,151
Bundesliga,Wolfsburg,Jogo 29,Patrick Wimmer,95,86,28.6,190
Serie A,Napoli,Jogo 29,Piotr Zieliński,18,41,22.9,176
Brasileirão,Fluminense,Jogo 29,Germán Cano,58,14,23.2,183
Serie A,Lazio,Jogo 29,Mattéo Guendouzi,8,85,26.3,189
Primeira Liga,Sporting CP,Jogo 29,Marcus Edwards,63,4,20.9,168
Premier League,Manchester City,Jogo 29,Kevin De Bruyne,99,40,29.9,153
Bundesliga,Freiburg,Jogo 29,Christian Günter,34,52,29.9,170
Serie A,Lazio,Jogo 29,Alessio Romagnoli,87,64,25.7,189
Ligue 1,Nice,Jogo 29,Terem Moffi,15,44,20.9,180
Bundesliga,Freiburg,Jogo 29,Roland Sallai,77,14,31.8,186
Premier League,Chelsea,Jogo 29,Thiago Silva,79,68,30.5,178
Premier League,Liverpool,Jogo 29,Alisson,68,60,33.2,187
Ligue 1,Nice,Jogo 29,Terem Moffi,89,54,25.7,166
Ligue 1,Paris Saint-Germain,Jogo 29,Ousmane Dembélé,90,99,28.4,179
Ligue 1,Monaco,Jogo 29,Youssouf Fofana,41,27,21.2,163
Serie A,Juventus,Jogo 29,Manuel Locatelli,85,69,20.4,162
La Liga,Real Betis,Jogo 29,Isco,75,90,31.1,170
Premier League,Arsenal,Jogo 29,Gabriel Martinelli,5,92,22.8,186
La Liga,Villarreal,Jogo 29,Gerard Moreno,45,37,31.7,179
Eredivisie,Utrecht,Jogo 29,Taylor Booth,97,23,22.4,189
Premier League,Liverpool,Jogo 29,Virgil van Dijk,33,93,32.4,175
Bundesliga,Freiburg,Jogo 29,Roland Sallai,97,40,24.9,170
Bundesliga,RB Leipzig,Jogo 29,Loïs Openda,56,79,29.4,151
La Liga,Sevilla,Jogo 29,Ivan Rakitić,24,38,24.3,151
Serie A,Lazio,Jogo 29,Luis Alberto,13,70,34.9,175
La Liga,Sevilla,Jogo 29,Sergio Ramos,23,54,20.3,156
La Liga,Sevilla,Jogo 29,Youssef En-Nesyri,77,93,22.2,169
Brasileirão,Atlético Mineiro,Jogo 29,Igor Gomes,58,60,29.3,161
Primeira Liga,Benfica,Jogo 29,Nicolás Otamendi,24,49,23.3,162
Ligue 1,Marseille,Jogo 29,Jonathan Clauss,11,40,28.0,152
La Liga,Villarreal,Jogo 29,Raúl Albiol,85,49,24.6,150
Serie A,Napoli,Jogo 29,André-Frank Zambo Anguissa,42,31,22.6,180
Primeira Liga,Sporting CP,Jogo 29,Pedro Gonçalves,4,90,24.9,173
Eredivisie,Ajax,Jogo 29,Jorrel Hato,42,0,29.6,182
Eredivisie,Utrecht,Jogo 29,Jens Toornstra,80,93,34.1,158
Ligue 1,Nice,Jogo 29,Dante,6,15,24.2,161
La Liga,Barcelona,Jogo 29,Gavi,37,73,23.0,151
Ligue 1,Marseille,Jogo 30,Pau López,78,43,31.6,150
Serie A,Napoli,Jogo 30,Piotr Zieliński,2,17,22.9,176
Serie A,Juventus,Jogo 30,Federico Chiesa,11,75,22.3,170
Premier League,Chelsea,Jogo 30,Mykhailo Mudryk,56,84,31.9,185
